Instance type,Release Date,Instance vCPU,Platform Total Number of vCPU,Platform CPU Name,Instance Memory (in GB),Platform Memory (in GB),Storage Info (Type and Size in GB),Storage Type,Platform Storage Drive Quantity,Platform GPU Quantity,Platform GPU Name,Instance Number of GPU,Instance GPU memory (in GB),PkgWatt @ Idle,PkgWatt @ 10%,PkgWatt @ 50%,PkgWatt @ 100%,RAMWatt @ Idle,RAMWatt @ 10%,RAMWatt @ 50%,RAMWatt @ 100%,GPUWatt @ Idle,GPUWatt @ 10%,GPUWatt @ 50%,GPUWatt @ 100%,Delta Full Machine,Instance @ Idle,Instance @ 10%,Instance @ 50%,Instance @ 100%,Hardware Information on AWS Documentation & Comments
a1.medium,November 2018,1,16,Graviton,2,32,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"0,29","0,80","1,88","2,55","0,40","0,60","0,80","1,20","0,0","0,0","0,0","0,0","0,5","1,2","1,9","3,2","4,2",AWS Graviton (ARM)
a1.large,November 2018,2,16,Graviton,4,32,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"0,58","1,59","3,76","5,09","0,80","1,20","1,60","2,40","0,0","0,0","0,0","0,0","1,0","2,4","3,8","6,4","8,5",AWS Graviton (ARM)
a1.xlarge,November 2018,4,16,Graviton,8,32,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,16","3,18","7,52","10,19","1,60","2,40","3,20","4,80","0,0","0,0","0,0","0,0","2,0","4,8","7,6","12,7","17,0",AWS Graviton (ARM)
a1.2xlarge,November 2018,8,16,Graviton,16,32,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"2,32","6,37","15,05","20,37","3,20","4,80","6,40","9,60","0,0","0,0","0,0","0,0","4,0","9,5","15,2","25,4","34,0",AWS Graviton (ARM)
a1.4xlarge,November 2018,16,16,Graviton,32,32,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"4,65","12,73","30,09","40,74","6,40","9,60","12,80","19,20","0,0","0,0","0,0","0,0","8,0","19,0","30,3","50,9","67,9",AWS Graviton (ARM)
a1.metal,October 2019,16,16,Graviton,32,32,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"4,65","12,73","30,09","40,74","6,40","9,60","12,80","19,20","0,0","0,0","0,0","0,0","8,0","19,0","30,3","50,9","67,9",AWS Graviton (ARM)
c1.medium,May 2008,2,48,Xeon E5-2651 v2,1.7,42,1 x SSD 350,SSD,4,N/A,N/A,N/A,N/A,"0,95","2,73","5,61","7,67","0,34","0,51","0,68","1,02","0,0","0,0","0,0","0,0","1,6","2,9","4,8","7,9","10,3",
c1.xlarge,May 2008,8,48,Xeon E5-2651 v2,7,42,4 x SSD 420,SSD,4,N/A,N/A,N/A,N/A,"3,82","10,90","22,43","30,70","1,40","2,10","2,80","4,20","0,0","0,0","0,0","0,0","6,3","11,6","19,3","31,6","41,2",
cr1.8xlarge,January 2013,32,32,Xeon E5-2670,244,244,2 x 120 (SSD),SSD,2,N/A,N/A,N/A,N/A,"27,74","79,20","162,90","222,97","48,80","73,20","97,60","146,40","0,0","0,0","0,0","0,0","46,0","122,5","198,4","306,5","415,4",dual 2.6 GHz Intel Xeon E5-2670 processors
cc2.8xlarge,November 2011,32,32,Xeon E5-2670,60.5,60.5,4 x SSD 840,SSD,4,N/A,N/A,N/A,N/A,"27,74","79,20","162,90","222,97","12,10","18,15","24,20","36,30","0,0","0,0","0,0","0,0","46,0","85,8","143,3","233,1","305,3",dual Intel Xeon processors
c3.large,November 2013,2,40,Xeon E5-2680 v2,3.75,60,2 x 16 (SSD),SSD,2,N/A,N/A,N/A,N/A,"1,39","3,96","8,14","11,15","0,75","1,13","1,50","2,25","0,0","0,0","0,0","0,0","2,3","4,4","7,4","11,9","15,7",2.8 GHz Intel Xeon E5-2680v2 (Ivy Bridge) processor
c3.xlarge,November 2013,4,40,Xeon E5-2680 v2,7.5,60,2 x 40 (SSD),SSD,2,N/A,N/A,N/A,N/A,"2,77","7,92","16,29","22,30","1,50","2,25","3,00","4,50","0,0","0,0","0,0","0,0","4,6","8,9","14,8","23,9","31,4",2.8 GHz Intel Xeon E5-2680v2 (Ivy Bridge) processor
c3.2xlarge,November 2013,8,40,Xeon E5-2680 v2,15,60,2 x 80 (SSD),SSD,2,N/A,N/A,N/A,N/A,"5,55","15,84","32,58","44,59","3,00","4,50","6,00","9,00","0,0","0,0","0,0","0,0","9,2","17,7","29,5","47,8","62,8",2.8 GHz Intel Xeon E5-2680v2 (Ivy Bridge) processor
c3.4xlarge,November 2013,16,40,Xeon E5-2680 v2,30,60,2 x 160 (SSD),SSD,2,N/A,N/A,N/A,N/A,"11,10","31,68","65,16","89,19","6,00","9,00","12,00","18,00","0,0","0,0","0,0","0,0","18,4","35,5","59,1","95,6","125,6",2.8 GHz Intel Xeon E5-2680v2 (Ivy Bridge) processor
c3.8xlarge,November 2013,32,40,Xeon E5-2680 v2,60,60,2 x 320 (SSD),SSD,2,N/A,N/A,N/A,N/A,"22,19","63,36","130,32","178,37","12,00","18,00","24,00","36,00","0,0","0,0","0,0","0,0","36,8","71,0","118,2","191,1","251,2",2.8 GHz Intel Xeon E5-2680v2 (Ivy Bridge) processor
c4.large,January 2015,2,40,Xeon E5-2666 v3,3.75,60,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,63","4,65","9,56","13,09","0,75","1,13","1,50","2,25","0,0","0,0","0,0","0,0","2,7","5,1","8,5","13,8","18,0",2.9 GHz Intel Xeon E5-2666 v3 Processor
c4.xlarge,January 2015,4,40,Xeon E5-2666 v3,7.5,60,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"3,26","9,30","19,12","26,17","1,50","2,25","3,00","4,50","0,0","0,0","0,0","0,0","5,4","10,2","16,9","27,5","36,1",2.9 GHz Intel Xeon E5-2666 v3 Processor
c4.2xlarge,January 2015,8,40,Xeon E5-2666 v3,15,60,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"6,51","18,59","38,25","52,35","3,00","4,50","6,00","9,00","0,0","0,0","0,0","0,0","10,8","20,3","33,9","55,0","72,1",2.9 GHz Intel Xeon E5-2666 v3 Processor
c4.4xlarge,January 2015,16,40,Xeon E5-2666 v3,30,60,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"13,03","37,19","76,49","104,70","6,00","9,00","12,00","18,00","0,0","0,0","0,0","0,0","21,6","40,6","67,8","110,1","144,3",2.9 GHz Intel Xeon E5-2666 v3 Processor
c4.8xlarge,January 2015,36,40,Xeon E5-2666 v3,60,60,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"29,31","83,68","172,10","235,57","12,00","18,00","24,00","36,00","0,0","0,0","0,0","0,0","48,6","89,9","150,3","244,7","320,2",2.9 GHz Intel Xeon E5-2666 v3 Processor
c5.large,November 2016,2,72,Xeon Platinum 8124M,4,192,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,41","3,75","8,14","11,77","0,78","1,41","2,47","3,53","0,0","0,0","0,0","0,0","2,7","4,9","7,8","13,3","18,0",Up to 3.5GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake) or 1st generation Intel Xeon Platinum 8000 series (Skylake-SP)
c5.xlarge,November 2016,4,72,Xeon Platinum 8124M,8,192,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"2,81","7,49","16,29","23,54","1,56","2,81","4,94","7,06","0,0","0,0","0,0","0,0","5,3","9,7","15,6","26,6","35,9",Up to 3.5GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake) or 1st generation Intel Xeon Platinum 8000 series (Skylake-SP)
c5.2xlarge,November 2016,8,72,Xeon Platinum 8124M,16,192,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"5,63","14,98","32,58","47,08","3,11","5,62","9,87","14,12","0,0","0,0","0,0","0,0","10,7","19,4","31,3","53,1","71,9",Up to 3.5GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake) or 1st generation Intel Xeon Platinum 8000 series (Skylake-SP)
c5.4xlarge,November 2016,16,72,Xeon Platinum 8124M,32,192,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"11,26","29,97","65,16","94,15","6,22","11,24","19,74","28,24","0,0","0,0","0,0","0,0","21,3","38,8","62,5","106,2","143,7",Up to 3.5GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake) or 1st generation Intel Xeon Platinum 8000 series (Skylake-SP)
c5.9xlarge,November 2019,36,72,Xeon Platinum 8124M,72,192,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"25,33","67,43","146,61","211,84","14,00","25,29","44,42","63,54","0,0","0,0","0,0","0,0","48,0","87,3","140,7","239,0","323,4",Up to 3.5GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake) or 1st generation Intel Xeon Platinum 8000 series (Skylake-SP)
c5.12xlarge,June 2019,48,96,Xeon Platinum 8275CL,96,192,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"28,97","87,77","224,16","313,38","18,28","33,13","69,19","105,24","0,0","0,0","0,0","0,0","48,0","95,2","168,9","341,3","466,6",Up to 3.9 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
c5.18xlarge,November 2019,72,72,Xeon Platinum 8124M,144,192,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"50,66","134,85","293,21","423,68","28,01","50,59","88,83","127,07","0,0","0,0","0,0","0,0","96,0","174,7","281,4","478,0","646,8",Up to 3.5GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake) or 1st generation Intel Xeon Platinum 8000 series (Skylake-SP)
c5.24xlarge,June 2019,96,96,Xeon Platinum 8275CL,192,192,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"57,93","175,53","448,31","626,76","36,55","66,26","138,37","210,48","0,0","0,0","0,0","0,0","96,0","190,5","337,8","682,7","933,2",Up to 3.9 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
c5.metal,June 2019,96,96,Xeon Platinum 8275CL,192,192,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"57,93","175,53","448,31","626,76","36,55","66,26","138,37","210,48","0,0","0,0","0,0","0,0","96,0","190,5","337,8","682,7","933,2",Up to 3.9 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
c5a.large,June 2020,2,96,EPYC 7R32,4,192,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"0,68","1,86","4,39","5,94","0,80","1,20","1,60","2,40","0,0","0,0","0,0","0,0","1,2","2,6","4,2","7,2","9,5",Up to 3.3 GHz 2nd generation AMD EPYC 7002 Series Processor
c5a.xlarge,June 2020,4,96,EPYC 7R32,8,192,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,35","3,71","8,78","11,88","1,60","2,40","3,20","4,80","0,0","0,0","0,0","0,0","2,3","5,3","8,4","14,3","19,0",Up to 3.3 GHz 2nd generation AMD EPYC 7002 Series Processor
c5a.2xlarge,June 2020,8,96,EPYC 7R32,16,192,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"2,71","7,43","17,55","23,77","3,20","4,80","6,40","9,60","0,0","0,0","0,0","0,0","4,7","10,6","16,9","28,6","38,0",Up to 3.3 GHz 2nd generation AMD EPYC 7002 Series Processor
c5a.4xlarge,June 2020,16,96,EPYC 7R32,32,192,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"5,42","14,85","35,11","47,53","6,40","9,60","12,80","19,20","0,0","0,0","0,0","0,0","9,3","21,2","33,8","57,2","76,1",Up to 3.3 GHz 2nd generation AMD EPYC 7002 Series Processor
c5a.8xlarge,June 2020,32,96,EPYC 7R32,64,192,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"10,84","29,70","70,21","95,06","12,80","19,20","25,60","38,40","0,0","0,0","0,0","0,0","18,7","42,3","67,6","114,5","152,1",Up to 3.3 GHz 2nd generation AMD EPYC 7002 Series Processor
c5a.12xlarge,June 2020,48,96,EPYC 7R32,96,192,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"16,26","44,56","105,32","142,60","19,20","28,80","38,40","57,60","0,0","0,0","0,0","0,0","28,0","63,5","101,4","171,7","228,2",Up to 3.3 GHz 2nd generation AMD EPYC 7002 Series Processor
c5a.16xlarge,June 2020,64,96,EPYC 7R32,128,192,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"21,68","59,41","140,42","190,13","25,60","38,40","51,20","76,80","0,0","0,0","0,0","0,0","37,3","84,6","135,1","229,0","304,3",Up to 3.3 GHz 2nd generation AMD EPYC 7002 Series Processor
c5a.24xlarge,June 2020,96,96,EPYC 7R32,192,192,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"32,52","89,11","210,63","285,19","38,40","57,60","76,80","115,20","0,0","0,0","0,0","0,0","56,0","126,9","202,7","343,4","456,4",Up to 3.3 GHz 2nd generation AMD EPYC 7002 Series Processor
c5ad.large,August 2020,2,96,EPYC 7R32,4,192,1 x 75 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,"0,68","1,86","4,39","5,94","0,80","1,20","1,60","2,40","0,0","0,0","0,0","0,0","1,2","2,6","4,2","7,2","9,5",Up to 3.3 GHz 2nd generation AMD EPYC 7002 Series Processor
c5ad.xlarge,August 2020,4,96,EPYC 7R32,8,192,1 x 150 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,"1,35","3,71","8,78","11,88","1,60","2,40","3,20","4,80","0,0","0,0","0,0","0,0","2,3","5,3","8,4","14,3","19,0",Up to 3.3 GHz 2nd generation AMD EPYC 7002 Series Processor
